level_0_id,level_0_name,level_1_id,level_1_name,level_2_id,level_2_name,level_3_id,level_3_name,value_expense_budgets_2014,value_revenue_budgets_2014,value_expense_budgets_2013,value_revenue_budgets_2013,value_expense_accounts_2012,value_revenue_accounts_2012
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610400,Finanzausgleich und Beiträge,P610440,Abschreibungen auf Bilanzfehlbetrag,0.00,0.00,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620100,Bewirtschaftung Immobilien VV,P620110,Bewirtschaftung Verwaltungsgebäude,13423859.92,13423864.20,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620100,Bewirtschaftung Immobilien VV,P620120,Bewirtschaftung Schul- und Sportanlagen,57722637.56,57722635.56,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620100,Bewirtschaftung Immobilien VV,P620130,Bewirtschaftung Spezialobjekte,27944539.64,26515999.81,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620100,Bewirtschaftung Immobilien VV,P620140,Leistungen für Behörden und Verwaltung,547029.84,11837.00,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620100,Bewirtschaftung Immobilien VV,P620150,Leistungen für Dritte,517988.04,11719.68,0.00,0.00,0.00,0.00
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG620200,Liegenschaften im öffentlichen Interesse,P620210,Liegenschaften im öffentlichen Interesse,478400.00,1195000.00,1488900.00,1161900.00,1692649.56,1182599.80
1600,"Dir. für Finanzen, Personal, Informatik",620,Immobilien Stadt Bern,PG621100,Rebgut Neuenstadt,P621110,Rebgut Neuenstadt,1463000.00,1463000.00,1530500.00,1562000.00,1489069.96,1448973.63
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630100,Steuerregister / Veranlagung,P630110,Steuerregister und Veranlagung,4598706.12,187901.44,4689889.28,189451.32,4484411.24,202617.44
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630200,Steuerinkasso,P630210,Steuerinkasso,3080396.88,3924247.84,3236839.00,4015247.80,3020656.52,3887308.46
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630200,Steuerinkasso,P630220,Quellensteuerbezug,1293452.12,1452999.56,1382992.00,1452999.56,1351605.17,1437206.92
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630200,Steuerinkasso,P630230,Steuererlass,569759.16,361449.44,592468.52,352449.48,554820.46,360779.96
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630300,Erhebung besondere Gemeindesteuern,P630320,Übernachtungsabgabe,21450.84,35257.40,22296.88,35257.40,15319.26,35184.49
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630300,Erhebung besondere Gemeindesteuern,P630330,Liegenschaftssteuer / Beleuchtungsgebühr,854395.84,75676.64,916007.24,80676.72,877674.23,74624.76
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630300,Erhebung besondere Gemeindesteuern,P630340,Gemeindesteueranspruch und -teilung,521346.72,6067.56,490301.52,6067.60,490198.54,5729.71
1600,"Dir. für Finanzen, Personal, Informatik",630,Steuerverwaltung,PG630400,Steuereinnahmen,P630410,Steuereinnahmen,8779602.00,439090000.00,9200000.00,431780000.00,9692120.26,427229365.23
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640100,Personaldienstleistungen Stadtverwaltung,P640110,Leistungen für Behörden,71471.40,5927.84,74369.56,4833.72,67813.66,5928.90
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640100,Personaldienstleistungen Stadtverwaltung,P640120,Leistungen für die Verwaltung,943238.04,19759.56,3374339.55,16112.52,1363506.22,19763.12
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640100,Personaldienstleistungen Stadtverwaltung,P640130,Personalpolitik und Personalrecht,687418.72,51374.76,714036.04,41892.60,697600.46,51484.00
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640100,Personaldienstleistungen Stadtverwaltung,P640140,Personalsysteme und -instrumente,629859.76,41495.12,724768.80,33836.40,531121.98,44750.05
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640100,Personaldienstleistungen Stadtverwaltung,P640150,Personal- und Organisationsentwicklung,1360251.94,462833.20,1484194.00,443950.20,1303571.90,528020.03
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640400,Personaldienst FPI / Telefonzentrale,P640410,Personalwesen FPI,726307.52,5783.76,367723.91,2799.96,382325.43,4975.98
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640400,Personaldienst FPI / Telefonzentrale,P640420,Ausbildungswesen FPI,438611.85,3247.56,227127.04,1984.32,225804.24,2453.32
1600,"Dir. für Finanzen, Personal, Informatik",640,Personalamt,PG640400,Personaldienst FPI / Telefonzentrale,P640430,Städtische Telefonzentrale,595592.53,36885.98,587490.94,45024.12,579773.58,50630.40
1600,"Dir. für Finanzen, Personal, Informatik",650,Informatikdienste,PG650100,Informatikservices,P650110,Zentrale städt. Informatikleistungen,14994357.00,15549081.08,14765156.75,14866299.49,15243026.73,15566462.90
1600,"Dir. für Finanzen, Personal, Informatik",650,Informatikdienste,PG650100,Informatikservices,P650120,Migration Bürokommunikation,2941567.32,2870535.15,2747143.94,2777851.20,3679462.23,3514244.81
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660100,Handelsprodukte,P660110,Papier und Karton,1662802.28,1783002.45,1751245.09,1845187.04,1622325.79,1622716.27
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660100,Handelsprodukte,P660120,Drucksachen extern,1071629.16,1127099.27,995180.11,1025531.64,1133311.94,1084480.22
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660100,Handelsprodukte,P660140,"Schul-/Büromat., Handarbeiten, Werken",2620497.22,2740730.93,2495050.52,2593704.66,2511920.02,2512029.80
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660100,Handelsprodukte,P660150,"Mobiliar, Maschinen und Geräte",1319830.57,1348283.96,915910.63,926354.20,1228502.43,1228643.98
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660100,Handelsprodukte,P660160,Reinigungsmaterial und -geräte,1504007.26,1553715.29,1545224.22,1580119.65,1421109.80,1421260.56
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660200,Drucksachenproduktion,P660210,Kleinoffset/Kopierservice/Ausrüstarb.,874859.22,903353.74,730947.24,747068.07,880526.76,885163.22
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660300,Dienstleistungen,P660310,"Logistik, Entsorgung und Postdienste",2216957.51,2234911.40,2083768.31,2040957.91,2233478.50,2193859.21
1600,"Dir. für Finanzen, Personal, Informatik",660,Schul- und Büromaterialzentrale,PG660300,Dienstleistungen,P660320,Reparaturdienst,12312.82,11936.20,13260.15,14122.10,12315.37,11936.20
1600,"Dir. für Finanzen, Personal, Informatik",670,Finanzinspektorat,PG670100,Revision,P670110,"Revision verrechenbar, Stiftungsaufsicht",145520.84,283662.64,176406.08,321248.92,286450.78,468062.44
1600,"Dir. für Finanzen, Personal, Informatik",670,Finanzinspektorat,PG670100,Revision,P670120,Revision nicht verrechenbar,1267303.06,11267.84,1536274.88,18985.92,1338196.90,15560.21
1600,"Dir. für Finanzen, Personal, Informatik",690,Stadtbauten (StaBe),PG690100,Stadtbauten (StaBe),P690110,Gewinnablieferung,0.00,0.00,0.00,34572000.00,0.00,22500000.00
1600,"Dir. für Finanzen, Personal, Informatik",690,Stadtbauten (StaBe),PG690100,Stadtbauten (StaBe),P690120,Kirchenunterhalt,0.00,0.00,3044045.00,0.00,3019814.50,0.00
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850110,Erhaltungs- Neu- und Ausbauplanung,541429.16,32804.28,541420.44,36585.96,278226.41,7335.02
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850120,Richtplanung,582170.36,35272.80,582160.80,39339.00,416674.42,7887.04
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850130,Realisierung,2628879.16,159280.08,2628835.72,177641.64,1730078.85,35614.91
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850140,Betrieb und Unterhalt (KNB),5495772.44,332980.76,5495682.00,371366.52,6438428.77,535479.13
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850150,Inspektorat und Inkasso,1473115.12,89253.84,1473090.84,99542.88,978476.73,148422.10
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850160,Gebühren,36535000.00,42963500.00,33424000.00,41792000.00,30287857.47,38618484.76
2850,Sonderrechnung Stadtentwässerung,850,"Stadtentwässerung, Tiefbauamt",PG850100,Stadtentwässerung,P850170,Rechnungsausgleich Spezialfinanzierung,0.00,3643274.48,0.00,1628713.80,0.00,776519.69
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860111,Bewirtschaftung Wohnliegenschaften,23370584.78,18842646.68,30754464.84,23775954.16,25865282.03,24031608.78
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860112,Bewirtschaftung Geschäftsliegenschaften,20831476.55,20180037.20,12923724.00,18729873.04,13457396.01,21931141.65
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860113,Bewirtschaftung Landwirtschaft,1010731.60,409355.24,2142243.40,403250.04,899284.02,516653.82
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860114,Bewirtschaft. Baurechte/übrige Landparz.,12097531.00,12878365.12,5749943.88,11984523.00,5429310.80,12397364.03
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860120,Promotion/Entwicklung/Käufe/Verkäufe,0.00,0.00,12515861.40,1994200.00,10780403.09,4882015.46
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860130,Dienstleistungen für Dritte,632853.59,567945.36,530251.20,524799.68,506245.44,491061.37
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860140,Leistungen für Behörden und Verwaltung,37700.00,0.00,746607.80,5200.04,665296.20,16054.11
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860160,Beteiligungen Wohnbaugesellschaften,171592.48,336550.40,113063.48,334800.04,93715.36,350257.77
2860,Sonderrg. Fonds f. Boden-/Wohnbaupolitik,860,Fonds für Boden- und Wohnbaupolitik,PG860100,Fonds für Boden- und Wohnbaupolitik,P860170,Einlagen Spezialfinanzierung,0.00,4937570.00,0.00,7723560.00,6919224.04,0.00
2870,Sonderrechnung Entsorgung + Recycling,870,Entsorgung + Recycling,PG870100,Entsorgung + Recycling,P870110,Sammeldienst mobil,12092521.74,8987681.72,13089910.96,10300065.64,12330370.94,10381138.53
2870,Sonderrechnung Entsorgung + Recycling,870,Entsorgung + Recycling,PG870100,Entsorgung + Recycling,P870120,Entsorgungshöfe/Sammelstellen stationär,6897478.03,3191629.60,7511226.44,2917977.68,6940723.34,2709948.86
2870,Sonderrechnung Entsorgung + Recycling,870,Entsorgung + Recycling,PG870100,Entsorgung + Recycling,P870150,Öffentlichkeitsarbeit,2223196.07,90305.20,2165594.64,191716.12,2025887.59,198754.45
2870,Sonderrechnung Entsorgung + Recycling,870,Entsorgung + Recycling,PG870100,Entsorgung + Recycling,P870160,Grundgebühren Abfallentsorgung,4203632.16,14928527.48,4070176.96,14706653.56,7764431.54,18657368.74
2870,Sonderrechnung Entsorgung + Recycling,870,Entsorgung + Recycling,PG870100,Entsorgung + Recycling,P870170,Ausgleich Spezialfinanzierung,1781316.00,0.00,1279504.00,0.00,2885797.17,0.00
